SampleId,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
9742,46,unemployed,married,secondary,no,594,no,no,cellular,4,feb,197,2,-1,0,unknown,False
9743,36,technician,single,secondary,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,False
9744,45,management,single,tertiary,no,451,no,no,unknown,17,jun,881,1,-1,0,unknown,False
9745,35,self-employed,married,tertiary,no,35368,yes,no,unknown,21,may,63,1,-1,0,unknown,False
9746,50,management,divorced,tertiary,no,0,no,no,cellular,29,aug,128,2,-1,0,unknown,False
9747,41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown,False
9748,33,blue-collar,married,secondary,no,1219,yes,no,cellular,18,may,51,3,367,4,other,False
9749,44,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,True
9750,55,entrepreneur,married,tertiary,no,625,no,no,unknown,26,jun,48,4,-1,0,unknown,False
9751,32,admin.,married,secondary,no,739,yes,yes,unknown,28,may,153,3,-1,0,unknown,False
9752,41,management,single,tertiary,no,120,no,yes,cellular,24,mar,81,1,49,3,other,False
9753,29,student,single,unknown,no,145,no,no,cellular,14,aug,105,1,-1,0,unknown,False
9754,24,services,married,tertiary,no,0,yes,no,unknown,27,may,299,1,-1,0,unknown,False
9755,54,management,divorced,tertiary,no,0,no,no,cellular,28,aug,276,6,-1,0,unknown,False
9756,22,student,single,secondary,no,2162,no,no,telephone,2,feb,168,1,-1,0,unknown,False
9757,39,housemaid,married,secondary,no,953,no,no,cellular,30,jan,23,6,232,3,other,False
9758,58,blue-collar,married,primary,no,1596,yes,no,cellular,12,may,470,2,-1,0,unknown,False
9759,52,admin.,divorced,secondary,no,0,yes,no,unknown,26,may,206,1,-1,0,unknown,False
9760,54,management,divorced,tertiary,no,29887,yes,no,unknown,16,may,865,1,-1,0,unknown,False
9761,54,blue-collar,married,secondary,no,-630,no,no,unknown,23,may,173,1,-1,0,unknown,False
9762,33,unknown,married,tertiary,no,0,yes,no,unknown,20,jun,27,16,-1,0,unknown,False
9763,49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,6,-1,0,unknown,True
9764,32,technician,single,tertiary,no,3818,no,no,cellular,18,aug,100,4,-1,0,unknown,False
9765,60,blue-collar,divorced,secondary,no,0,yes,no,unknown,29,may,1207,1,-1,0,unknown,True
9766,47,unemployed,married,tertiary,no,1172,no,yes,cellular,19,nov,86,1,-1,0,unknown,False
9767,45,blue-collar,single,secondary,yes,0,yes,no,cellular,14,may,17,7,287,13,other,False
9768,44,unemployed,married,secondary,yes,-505,yes,no,unknown,3,jun,113,11,-1,0,unknown,False
9769,33,admin.,married,secondary,no,6,yes,no,cellular,20,apr,386,1,349,3,other,False
9770,41,technician,married,secondary,no,1539,no,no,cellular,20,nov,100,2,-1,0,unknown,False
9771,54,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,unknown,False
9772,28,blue-collar,married,primary,no,26,no,no,unknown,12,may,40,3,-1,0,unknown,False
9773,30,management,single,tertiary,no,985,yes,no,cellular,25,oct,304,1,94,2,success,True
9774,48,self-employed,married,tertiary,no,3118,no,no,cellular,13,aug,371,2,-1,0,unknown,False
9775,30,blue-collar,single,secondary,no,522,no,no,cellular,6,feb,197,3,-1,0,unknown,False
9776,45,technician,married,tertiary,no,1780,no,no,cellular,11,aug,52,4,-1,0,unknown,False
9777,34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,True
9778,34,unemployed,married,secondary,no,438,yes,yes,cellular,9,apr,272,1,323,1,failure,False
9779,58,entrepreneur,married,unknown,no,2445,no,no,unknown,19,jun,1403,3,-1,0,unknown,False
9780,34,unemployed,single,secondary,no,233,yes,no,cellular,8,may,11,8,365,4,failure,False
9781,39,blue-collar,married,primary,no,106,yes,no,unknown,7,may,56,1,-1,0,unknown,False
9782,32,self-employed,married,secondary,no,217,yes,yes,cellular,15,jul,317,5,-1,0,unknown,False
9783,56,blue-collar,married,secondary,no,527,no,yes,telephone,23,jul,122,4,-1,0,unknown,False
9784,33,technician,married,secondary,no,399,yes,no,cellular,7,may,143,1,-1,0,unknown,False
9785,33,admin.,married,secondary,no,-167,yes,no,unknown,26,may,121,1,-1,0,unknown,False
9786,54,services,married,secondary,yes,0,yes,no,unknown,6,may,138,3,-1,0,unknown,False
9787,21,blue-collar,single,secondary,no,164,no,no,cellular,26,may,260,1,-1,0,unknown,False
9788,37,management,married,tertiary,no,489,yes,no,cellular,3,apr,246,2,133,6,failure,False
9789,32,technician,single,secondary,no,945,no,no,cellular,4,may,312,3,-1,0,unknown,False
9790,27,technician,single,secondary,no,927,no,no,cellular,6,oct,261,1,-1,0,unknown,False
9791,27,technician,single,secondary,no,42,no,no,cellular,28,jan,251,1,-1,0,unknown,False
9792,34,management,single,tertiary,no,1228,no,no,cellular,13,aug,99,2,105,10,success,False
9793,47,technician,married,secondary,no,0,no,no,cellular,19,aug,210,2,-1,0,unknown,False
9794,25,services,divorced,secondary,no,1694,no,no,cellular,7,jul,159,2,-1,0,unknown,False
9795,56,retired,married,primary,no,-299,yes,no,unknown,28,may,68,1,-1,0,unknown,False
9796,37,admin.,married,secondary,no,281,yes,no,unknown,16,may,279,2,-1,0,unknown,False
9797,35,blue-collar,married,secondary,no,73,no,no,unknown,9,may,134,3,-1,0,unknown,False
9798,35,admin.,single,secondary,no,0,yes,no,cellular,13,may,1073,1,-1,0,unknown,True
9799,28,student,single,tertiary,no,61,yes,no,cellular,16,jul,401,8,-1,0,unknown,False
9800,39,blue-collar,married,secondary,no,56,yes,no,telephone,20,apr,368,1,-1,0,unknown,False
9801,54,technician,divorced,tertiary,no,2133,no,no,cellular,18,nov,176,1,-1,0,unknown,False
9802,37,management,single,tertiary,no,146,yes,no,cellular,17,apr,135,1,336,3,failure,False
9803,33,blue-collar,married,primary,no,62,yes,no,telephone,11,may,26,1,-1,0,unknown,False
9804,30,blue-collar,single,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,False
9805,32,technician,married,secondary,no,6172,yes,no,cellular,4,feb,93,1,-1,0,unknown,False
9806,31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,True
9807,37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,-1,0,unknown,True
9808,29,blue-collar,single,secondary,no,223,no,no,cellular,24,jul,1259,1,-1,0,unknown,False
9809,56,retired,married,secondary,no,0,no,no,telephone,31,jul,45,2,-1,0,unknown,False
9810,59,management,married,secondary,no,42,no,no,cellular,21,nov,40,1,-1,0,unknown,False
9811,60,technician,married,tertiary,no,6573,yes,no,cellular,11,aug,75,1,274,1,failure,False
9812,38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,True
9813,38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,False
9814,29,services,married,secondary,no,222,yes,no,cellular,3,feb,197,1,250,23,failure,False
9815,40,blue-collar,married,secondary,no,1313,no,no,unknown,14,may,87,1,-1,0,unknown,False
9816,46,technician,married,secondary,no,940,no,no,cellular,5,aug,1227,2,-1,0,unknown,True
9817,53,self-employed,married,tertiary,no,1128,no,no,unknown,11,jun,29,1,-1,0,unknown,False
9818,32,blue-collar,married,primary,yes,-275,yes,yes,unknown,27,may,321,1,-1,0,unknown,False
9819,58,retired,divorced,primary,no,1194,yes,no,cellular,22,may,807,1,310,1,other,False
9820,30,management,single,tertiary,no,0,no,no,cellular,7,jul,240,1,-1,0,unknown,False
9821,40,services,married,secondary,no,193,yes,yes,cellular,7,jul,190,1,-1,0,unknown,False
9822,52,unemployed,married,secondary,no,5091,no,no,cellular,26,may,309,1,-1,0,unknown,False
9823,50,technician,married,secondary,no,2406,yes,no,telephone,14,jul,197,5,-1,0,unknown,False
9824,33,services,married,secondary,no,312,yes,yes,cellular,3,feb,7,8,-1,0,unknown,False
9825,52,management,married,secondary,no,5193,no,no,cellular,23,apr,477,2,-1,0,unknown,False
9826,47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,False
9827,32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77,4,-1,0,unknown,False
9828,37,management,married,tertiary,no,7100,no,no,cellular,20,nov,757,2,-1,0,unknown,False
9829,41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,2,-1,0,unknown,True
9830,48,housemaid,divorced,secondary,no,57,no,no,cellular,19,nov,134,1,-1,0,unknown,False
9831,55,retired,married,secondary,no,159,no,no,cellular,28,aug,159,1,-1,0,unknown,False
9832,34,services,divorced,secondary,no,-258,yes,no,cellular,5,may,259,1,-1,0,unknown,False
9833,55,admin.,married,secondary,no,-480,no,no,cellular,16,jul,538,2,-1,0,unknown,False
9834,31,blue-collar,married,primary,no,224,yes,no,unknown,20,jun,20,19,-1,0,unknown,False
9835,25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,418,1,-1,0,unknown,True
9836,32,admin.,married,secondary,no,347,yes,no,cellular,31,jul,155,13,-1,0,unknown,False
9837,37,blue-collar,married,primary,no,357,yes,no,cellular,15,may,14,2,344,3,other,False
9838,39,services,married,secondary,no,2381,yes,yes,cellular,29,jul,91,3,-1,0,unknown,False
9839,33,services,married,secondary,no,1078,yes,no,cellular,13,may,320,4,175,4,other,False
9840,28,management,single,tertiary,no,223,yes,no,telephone,27,aug,157,2,119,1,other,True
9841,35,admin.,married,secondary,no,3187,yes,no,unknown,20,may,71,1,-1,0,unknown,False
9842,28,blue-collar,single,secondary,no,517,no,yes,cellular,6,feb,91,3,213,1,success,False
9843,33,entrepreneur,married,secondary,yes,-54,no,yes,cellular,8,jul,42,1,-1,0,unknown,False
9844,38,technician,married,tertiary,no,1004,yes,no,cellular,16,apr,444,2,-1,0,unknown,False
9845,33,blue-collar,single,primary,yes,-15,no,yes,cellular,7,jul,326,2,-1,0,unknown,False
9846,55,technician,married,tertiary,no,11,no,no,cellular,21,aug,588,2,-1,0,unknown,False
9847,19,student,single,secondary,no,291,no,no,telephone,5,may,291,5,-1,0,unknown,False
9848,43,management,married,tertiary,no,0,yes,no,cellular,5,feb,280,2,-1,0,unknown,False
9849,44,admin.,married,secondary,yes,-204,yes,no,cellular,8,may,105,1,347,2,failure,False
9850,36,blue-collar,married,secondary,no,274,yes,no,unknown,16,jun,686,11,-1,0,unknown,True
9851,36,blue-collar,married,secondary,no,79,yes,no,unknown,28,may,275,2,-1,0,unknown,False
9852,28,blue-collar,married,primary,no,-55,yes,no,unknown,7,may,361,2,-1,0,unknown,False
9853,35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,unknown,True
9854,55,blue-collar,married,secondary,no,-473,yes,no,unknown,26,may,233,1,-1,0,unknown,False
9855,24,technician,single,secondary,no,-256,yes,no,unknown,26,may,110,2,-1,0,unknown,False
9856,35,technician,married,secondary,no,1707,yes,no,unknown,2,jun,426,3,-1,0,unknown,False
9857,47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,-1,0,unknown,True
9858,45,technician,divorced,unknown,no,1823,no,no,cellular,2,jul,97,1,377,2,failure,False
9859,26,management,single,tertiary,no,222,no,no,cellular,26,apr,192,1,334,1,failure,True
9860,34,management,single,tertiary,no,431,no,no,cellular,16,jul,401,1,-1,0,unknown,False
9861,44,entrepreneur,married,secondary,no,-165,yes,yes,unknown,4,jun,184,2,-1,0,unknown,False
9862,33,management,married,tertiary,no,158,no,no,cellular,6,feb,192,2,-1,0,unknown,True
9863,30,blue-collar,married,primary,no,597,yes,no,unknown,23,may,190,1,-1,0,unknown,False
9864,55,blue-collar,married,secondary,no,1569,yes,no,cellular,8,may,156,4,-1,0,unknown,False
9865,26,blue-collar,single,primary,no,2363,no,yes,cellular,16,jun,569,2,-1,0,unknown,False
9866,41,blue-collar,single,secondary,no,948,yes,no,unknown,3,jun,157,1,-1,0,unknown,False
9867,40,technician,single,secondary,no,287,yes,no,cellular,8,may,69,1,298,3,failure,False
9868,73,retired,married,primary,no,1388,no,no,telephone,25,oct,254,1,97,6,failure,False
9869,27,services,married,secondary,no,0,yes,no,cellular,17,jul,991,5,-1,0,unknown,True
9870,47,blue-collar,divorced,primary,no,223,yes,no,telephone,7,may,140,2,-1,0,unknown,False
9871,33,management,married,tertiary,no,3456,yes,no,unknown,3,jun,258,2,-1,0,unknown,False
9872,52,services,married,secondary,no,-232,no,yes,cellular,29,jul,101,4,-1,0,unknown,False
9873,32,blue-collar,single,secondary,no,476,yes,yes,unknown,19,may,503,2,-1,0,unknown,False
9874,56,management,married,primary,no,21,no,no,cellular,7,jul,118,1,-1,0,unknown,False
9875,34,management,married,tertiary,no,362,yes,no,unknown,30,may,38,3,-1,0,unknown,False
9876,39,entrepreneur,married,unknown,no,98,yes,no,telephone,15,may,59,3,367,1,other,False
9877,29,services,married,secondary,no,-597,no,no,cellular,7,jul,500,2,-1,0,unknown,False
9878,38,management,single,tertiary,no,3813,no,no,cellular,7,aug,117,2,-1,0,unknown,False
9879,47,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108,4,-1,0,unknown,False
9880,50,technician,married,secondary,no,684,yes,no,cellular,7,aug,1834,2,-1,0,unknown,False
9881,55,blue-collar,married,primary,no,2490,no,no,telephone,25,jul,106,3,-1,0,unknown,False
9882,41,admin.,married,secondary,no,1395,yes,yes,cellular,11,may,85,1,308,2,failure,False
9883,28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,2,95,3,other,True
9884,45,admin.,single,secondary,no,946,yes,no,cellular,13,apr,754,3,143,6,failure,False
9885,46,services,divorced,secondary,no,124,yes,yes,cellular,12,may,81,4,-1,0,unknown,False
9886,56,management,divorced,tertiary,no,968,no,no,cellular,17,nov,105,1,-1,0,unknown,False
9887,48,services,married,secondary,no,6127,yes,no,unknown,15,may,97,1,-1,0,unknown,False
9888,25,blue-collar,single,unknown,no,431,yes,no,cellular,16,apr,493,1,317,12,failure,False
9889,39,entrepreneur,married,tertiary,no,345,yes,yes,cellular,29,jul,110,3,-1,0,unknown,False
9890,31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,349,1,357,3,success,True
9891,45,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,False
9892,59,blue-collar,married,secondary,no,202,yes,no,unknown,7,may,173,1,-1,0,unknown,False
9893,32,technician,married,secondary,no,11697,yes,no,unknown,20,may,296,1,-1,0,unknown,False
9894,31,entrepreneur,married,tertiary,no,425,yes,no,cellular,11,may,96,2,-1,0,unknown,False
9895,67,retired,married,primary,no,258,no,no,cellular,17,dec,221,1,-1,0,unknown,False
9896,38,services,married,secondary,no,4392,no,no,cellular,31,jul,32,2,-1,0,unknown,False
9897,31,management,married,secondary,no,0,no,no,cellular,29,jan,120,2,160,2,failure,False
9898,28,blue-collar,divorced,primary,no,410,yes,no,unknown,30,may,867,3,-1,0,unknown,False
9899,72,retired,married,primary,no,0,no,no,cellular,26,mar,201,3,191,3,failure,False
9900,35,blue-collar,divorced,secondary,no,0,no,no,cellular,15,jul,129,2,-1,0,unknown,False
9901,35,blue-collar,married,secondary,no,449,yes,no,cellular,28,jul,395,4,-1,0,unknown,False
9902,40,services,married,secondary,no,113,yes,no,unknown,4,jun,126,1,-1,0,unknown,False
9903,29,self-employed,single,tertiary,no,871,yes,no,cellular,2,jun,310,1,-1,0,unknown,False
9904,44,admin.,married,secondary,no,1380,yes,no,cellular,12,may,240,1,-1,0,unknown,False
9905,51,management,divorced,tertiary,no,1937,yes,no,cellular,18,nov,185,4,152,11,other,False
9906,57,technician,divorced,secondary,no,164,no,no,unknown,9,jun,139,2,-1,0,unknown,False
9907,42,self-employed,married,tertiary,no,1202,no,no,unknown,11,jun,40,1,-1,0,unknown,False
9908,30,management,single,tertiary,no,16935,no,no,cellular,28,oct,108,1,-1,0,unknown,False
9909,40,services,married,secondary,no,1305,no,no,cellular,22,jul,255,1,-1,0,unknown,False
9910,36,services,married,secondary,no,417,no,yes,telephone,5,feb,11,5,-1,0,unknown,False
9911,58,retired,married,secondary,no,764,no,no,cellular,12,aug,219,4,-1,0,unknown,False
9912,36,unknown,married,secondary,no,179,no,no,cellular,8,aug,14,8,-1,0,unknown,False
9913,31,technician,single,tertiary,no,-241,yes,no,cellular,18,may,333,2,355,1,failure,False
9914,55,management,married,tertiary,no,6770,no,no,cellular,27,apr,167,1,-1,0,unknown,False
9915,51,blue-collar,single,primary,no,55,yes,no,cellular,18,may,351,2,-1,0,unknown,False
9916,32,management,married,tertiary,no,141,no,no,cellular,2,feb,64,2,-1,0,unknown,False
9917,47,self-employed,married,tertiary,no,-80,yes,no,cellular,6,feb,150,3,270,2,failure,False
9918,30,blue-collar,single,secondary,no,3532,yes,no,unknown,26,may,279,5,-1,0,unknown,False
9919,44,admin.,married,secondary,no,6,no,yes,cellular,21,jul,114,2,-1,0,unknown,False
9920,30,management,married,tertiary,no,646,no,no,cellular,12,aug,99,2,-1,0,unknown,False
9921,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,True
9922,49,management,married,tertiary,no,2809,yes,no,cellular,27,aug,152,9,-1,0,unknown,False
9923,23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,1,318,4,failure,False
9924,37,admin.,divorced,secondary,no,295,yes,yes,cellular,11,may,202,3,265,2,failure,False
9925,57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,True
9926,33,admin.,married,secondary,no,252,yes,no,cellular,22,jul,270,2,-1,0,unknown,False
9927,53,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,True
9928,35,blue-collar,single,secondary,no,2158,yes,no,cellular,6,feb,288,2,-1,0,unknown,False
9929,30,self-employed,married,secondary,no,131,yes,no,unknown,8,may,306,1,-1,0,unknown,False
9930,36,technician,divorced,secondary,no,861,no,no,telephone,29,aug,140,2,-1,0,unknown,False
9931,40,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,113,1,-1,0,unknown,False
9932,42,admin.,married,secondary,no,128,yes,no,unknown,13,may,190,1,-1,0,unknown,False
9933,26,self-employed,single,tertiary,no,1444,no,no,cellular,12,jun,139,5,-1,0,unknown,False
9934,41,blue-collar,married,secondary,no,-100,yes,no,unknown,16,jun,20,21,-1,0,unknown,False
9935,48,services,married,secondary,no,334,no,yes,unknown,19,jun,270,2,-1,0,unknown,False
9936,30,admin.,single,tertiary,no,536,yes,no,cellular,23,jul,81,1,-1,0,unknown,False
9937,59,admin.,married,secondary,no,0,yes,no,cellular,10,jul,982,1,-1,0,unknown,True
9938,41,blue-collar,married,secondary,no,923,yes,no,unknown,14,may,249,2,-1,0,unknown,False
9939,42,blue-collar,married,primary,no,636,yes,no,cellular,20,apr,91,2,-1,0,unknown,False
9940,50,management,married,secondary,no,268,no,no,cellular,5,mar,61,2,-1,0,unknown,False
9941,41,management,single,tertiary,no,4594,yes,no,unknown,4,jun,393,11,-1,0,unknown,False
9942,37,admin.,married,tertiary,no,1988,no,no,cellular,17,nov,397,2,-1,0,unknown,False
9943,49,blue-collar,married,secondary,no,3348,no,no,cellular,4,aug,144,1,-1,0,unknown,False
9944,32,entrepreneur,single,tertiary,no,1,yes,yes,unknown,16,may,411,2,-1,0,unknown,False
9945,33,management,married,tertiary,no,0,yes,yes,cellular,14,may,83,2,-1,0,unknown,False
9946,42,services,divorced,unknown,no,651,no,no,unknown,17,jun,61,1,-1,0,unknown,False
9947,38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown,True
9948,35,technician,single,tertiary,no,33,no,no,cellular,29,aug,300,2,-1,0,unknown,False
9949,41,technician,married,secondary,no,0,no,no,cellular,28,jan,411,2,156,8,other,False
9950,38,management,divorced,tertiary,no,904,yes,no,unknown,8,may,475,1,-1,0,unknown,False
9951,48,management,divorced,tertiary,no,0,no,no,cellular,15,oct,126,2,-1,0,unknown,False
9952,34,blue-collar,married,primary,no,-367,yes,no,unknown,26,may,85,1,-1,0,unknown,False
9953,31,management,single,tertiary,no,0,no,no,cellular,21,aug,243,2,-1,0,unknown,False
9954,47,blue-collar,married,primary,no,214,yes,yes,unknown,9,jun,168,1,-1,0,unknown,False
9955,38,admin.,divorced,secondary,no,485,yes,no,cellular,2,feb,252,1,-1,0,unknown,False
9956,30,admin.,married,secondary,no,15,yes,no,unknown,9,may,257,1,-1,0,unknown,False
9957,31,blue-collar,married,primary,no,605,yes,no,unknown,15,may,334,10,-1,0,unknown,False
9958,42,blue-collar,married,secondary,no,705,yes,no,cellular,17,apr,52,2,-1,0,unknown,False
9959,25,blue-collar,single,secondary,no,224,no,yes,telephone,8,jul,17,4,-1,0,unknown,False
9960,40,admin.,single,primary,no,846,yes,no,cellular,14,may,204,1,-1,0,unknown,False
9961,54,self-employed,divorced,tertiary,no,1323,no,no,unknown,20,jun,47,4,-1,0,unknown,False
9962,47,technician,married,secondary,no,93,no,yes,cellular,18,nov,194,1,-1,0,unknown,False
9963,43,blue-collar,divorced,primary,no,25,yes,no,unknown,3,jun,236,7,-1,0,unknown,False
9964,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,False
9965,32,technician,married,secondary,no,1242,yes,no,unknown,2,jun,183,3,-1,0,unknown,False
9966,51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197,1,-1,0,unknown,False
9967,30,services,divorced,secondary,no,63,yes,no,unknown,29,may,96,5,-1,0,unknown,False
9968,31,blue-collar,single,secondary,no,0,yes,no,unknown,6,may,273,2,-1,0,unknown,False
9969,37,admin.,married,secondary,no,147,yes,no,cellular,7,jul,25,30,-1,0,unknown,False
9970,45,admin.,divorced,primary,no,1807,yes,no,unknown,6,jun,118,2,-1,0,unknown,False
9971,23,blue-collar,single,secondary,no,1105,yes,no,cellular,14,may,377,1,-1,0,unknown,False
9972,51,services,married,secondary,no,1191,no,yes,cellular,17,nov,214,1,-1,0,unknown,False
9973,35,blue-collar,married,primary,no,373,no,no,cellular,17,apr,335,2,-1,0,unknown,False
9974,38,blue-collar,married,secondary,no,757,yes,no,unknown,6,may,133,1,-1,0,unknown,False
9975,34,technician,married,secondary,no,178,yes,no,cellular,13,may,253,1,-1,0,unknown,False
9976,32,entrepreneur,married,secondary,no,1328,yes,no,unknown,6,jun,80,5,-1,0,unknown,False
9977,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,69,2,-1,0,unknown,False
9978,43,blue-collar,married,primary,no,17,yes,no,unknown,13,may,119,10,-1,0,unknown,False
9979,39,admin.,single,secondary,no,1661,no,yes,cellular,8,jul,431,1,-1,0,unknown,False
9980,56,management,married,secondary,no,1502,no,no,telephone,31,jul,119,11,-1,0,unknown,False
9981,32,blue-collar,married,secondary,no,578,yes,no,cellular,30,jan,206,3,-1,0,unknown,False
9982,33,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,True
9983,58,blue-collar,married,primary,no,0,no,no,telephone,13,aug,181,1,-1,0,unknown,False
9984,51,technician,divorced,secondary,no,43,no,no,cellular,30,jul,220,2,-1,0,unknown,False
9985,57,technician,married,secondary,no,2625,no,no,cellular,14,aug,465,2,-1,0,unknown,False
9986,55,admin.,divorced,unknown,no,789,yes,no,unknown,13,may,434,2,-1,0,unknown,False
9987,54,unemployed,married,primary,no,541,yes,no,cellular,3,feb,237,3,-1,0,unknown,False
9988,49,management,married,tertiary,no,579,no,no,cellular,12,aug,201,4,-1,0,unknown,False
9989,56,retired,married,secondary,no,-1,yes,no,unknown,2,jun,45,1,-1,0,unknown,False
9990,41,management,married,tertiary,no,11103,yes,no,telephone,7,may,55,1,-1,0,unknown,False
9991,45,management,married,secondary,no,424,yes,yes,cellular,12,aug,216,5,-1,0,unknown,False
9992,51,blue-collar,married,secondary,no,-355,yes,yes,cellular,17,nov,122,2,-1,0,unknown,False
9993,42,self-employed,married,secondary,no,3211,no,no,cellular,19,nov,87,2,111,1,failure,False
9994,54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,-1,0,unknown,True
9995,33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,1,91,3,success,True
9996,44,entrepreneur,married,tertiary,no,468,yes,yes,telephone,15,jul,289,2,-1,0,unknown,False
9997,37,housemaid,married,primary,no,254,yes,no,telephone,18,may,16,6,-1,0,unknown,False
9998,36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400,2,-1,0,unknown,False
9999,56,technician,married,secondary,no,1093,no,no,cellular,7,aug,89,4,-1,0,unknown,False
10000,53,blue-collar,married,secondary,no,1626,no,no,unknown,9,jun,151,1,-1,0,unknown,False
10001,51,management,married,primary,no,33,yes,no,cellular,24,jul,624,2,-1,0,unknown,False
10002,49,self-employed,married,tertiary,no,503,yes,no,cellular,6,feb,310,4,200,1,failure,False
10003,37,admin.,single,secondary,no,-17,yes,no,cellular,11,may,400,2,340,2,failure,False
10004,27,self-employed,single,secondary,no,50,no,no,cellular,29,jan,168,1,-1,0,unknown,False
10005,41,management,married,tertiary,no,653,yes,no,telephone,17,nov,60,2,-1,0,unknown,False
10006,39,blue-collar,divorced,tertiary,no,382,no,no,cellular,18,jun,201,3,-1,0,unknown,False
10007,49,technician,married,secondary,yes,410,no,no,cellular,27,aug,117,7,-1,0,unknown,False
10008,50,blue-collar,married,unknown,no,123,yes,no,cellular,7,aug,276,2,-1,0,unknown,False
10009,36,technician,married,tertiary,no,404,no,no,unknown,17,jun,63,2,-1,0,unknown,False
10010,38,management,married,tertiary,no,-239,yes,no,unknown,2,jun,221,2,-1,0,unknown,False
10011,51,technician,divorced,secondary,no,-406,no,yes,cellular,14,jul,150,4,-1,0,unknown,False
10012,37,services,married,primary,yes,-483,yes,yes,cellular,6,may,222,2,168,3,failure,False
10013,56,management,married,tertiary,no,25290,no,no,cellular,31,jul,81,12,-1,0,unknown,False
10014,35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,2,-1,0,unknown,True
10015,37,blue-collar,married,unknown,no,722,yes,no,cellular,17,apr,362,1,150,3,failure,False
10016,36,management,married,tertiary,no,1313,no,no,cellular,26,aug,80,6,-1,0,unknown,False
10017,44,management,divorced,tertiary,no,3,no,no,cellular,6,may,248,1,-1,0,unknown,False
10018,46,management,married,primary,no,589,no,no,cellular,29,jan,200,2,-1,0,unknown,False
10019,31,management,single,tertiary,no,319,yes,no,cellular,16,apr,302,2,248,2,failure,False
10020,34,services,single,secondary,no,23,no,no,unknown,13,may,109,1,-1,0,unknown,False
10021,38,management,married,secondary,no,844,no,no,cellular,9,feb,12,7,-1,0,unknown,False
10022,26,self-employed,married,secondary,no,492,yes,yes,cellular,15,may,439,4,-1,0,unknown,False
10023,32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,unknown,True
10024,29,admin.,married,secondary,no,-150,yes,no,unknown,6,may,328,1,-1,0,unknown,False
10025,35,management,single,tertiary,no,471,no,no,cellular,5,jun,276,2,-1,0,unknown,True
10026,30,blue-collar,single,unknown,no,0,yes,no,unknown,19,may,199,1,-1,0,unknown,False
10027,32,student,single,unknown,no,4110,no,no,cellular,6,feb,119,8,-1,0,unknown,False
10028,35,management,divorced,tertiary,no,3751,yes,no,cellular,16,apr,75,2,-1,0,unknown,False
10029,51,blue-collar,married,unknown,no,1432,no,no,cellular,9,jul,388,1,-1,0,unknown,False
10030,32,admin.,single,unknown,no,393,no,no,cellular,3,feb,169,2,-1,0,unknown,False
10031,36,management,divorced,tertiary,no,276,yes,no,cellular,22,aug,131,2,-1,0,unknown,False
10032,47,technician,married,secondary,no,0,no,no,cellular,19,aug,203,2,-1,0,unknown,False
10033,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,True
